overall_accuracy,overall_avg_response_time,overall_task_completion_rate,overall_retry_count,overall_hint_count,overall_prompt_dependency_score,overall_idle_time_seconds,overall_invalid_touch_count,copy_me_accuracy,match_it_accuracy,my_turn_your_turn_accuracy,do_what_i_say_accuracy,communication_level,social_level,play_level,attention_level
0.3985,7.4385,0.2658,4,5,0.8249,37,12,0.6691,0.2703,0.1574,0.2995,1,0,0,0
0.5124,10.7223,0.4186,1,3,0.1287,3,6,0.6748,0.1576,0.5113,0.5677,1,1,0,2
0.4979,3.4241,0.629,4,5,0.0898,26,15,0.4276,0.8709,0.3704,0.3109,0,0,2,1
0.6727,10.1448,0.7263,3,3,0.0123,5,12,0.8352,0.7941,0.6665,0.321,1,1,2,1
0.4291,7.941,0.4189,3,5,0.7898,9,18,0.4864,0.3563,0.8697,0.1422,0,2,0,0
0.4311,4.7715,0.5781,5,9,0.3444,46,10,0.546,0.7307,0.1526,0.4644,1,0,2,1
0.5458,2.9948,0.6966,1,1,0.2152,11,17,0.5879,0.7372,0.3578,0.6889,1,0,2,2
0.4445,9.8271,0.5063,0,1,0.4878,2,2,0.1207,0.6717,0.7556,0.12,0,2,1,2
0.47,3.4402,0.5718,1,9,0.334,10,18,0.2777,0.1096,0.6508,0.7291,1,1,0,2
0.5899,2.5406,0.6719,0,2,0.5492,12,11,0.8977,0.9039,0.3631,0.1945,1,0,2,1
0.5276,8.9314,0.4049,3,4,0.3481,11,10,0.2224,0.3037,0.8615,0.5334,0,2,0,1
0.4429,2.798,0.4283,1,8,0.1048,6,20,0.912,0.2128,0.3693,0.3917,1,0,0,2
0.3784,11.7499,0.3878,3,3,0.4218,30,6,0.6843,0.5514,0.0865,0.3453,1,0,1,1
0.4874,6.6623,0.5596,2,7,0.0999,9,20,0.8198,0.2199,0.1126,0.807,2,0,0,1
0.2846,11.7397,0.4557,4,11,0.3217,49,1,0.1265,0.179,0.4106,0.5815,0,1,0,1
0.5134,8.2602,0.5375,3,6,0.3802,14,16,0.1605,0.8043,0.7027,0.3007,0,2,2,1
0.4464,2.9134,0.4482,0,1,0.0946,25,13,0.414,0.4861,0.301,0.7412,1,0,1,1
0.6255,9.3919,0.7157,4,2,0.7292,5,2,0.6603,0.9249,0.3944,0.6613,1,0,2,1
0.4814,6.0193,0.4821,2,3,0.8692,48,1,0.6459,0.4912,0.2855,0.3593,1,0,1,0
0.4068,2.9121,0.3465,3,1,0.6799,35,10,0.3887,0.4637,0.0796,0.551,1,0,1,0
0.6309,6.6943,0.7469,3,3,0.9223,25,8,0.6575,0.6441,0.6668,0.565,1,1,1,0
0.3923,10.8591,0.3458,1,4,0.3242,37,1,0.93,0.3384,0.0753,0.0906,1,0,0,1
0.4287,4.7016,0.4621,0,3,0.3207,46,1,0.3716,0.3661,0.6451,0.2729,0,1,0,2
0.6552,5.4662,0.7526,3,7,0.3708,29,20,0.4648,0.827,0.5612,0.8613,1,1,2,0
0.4396,6.0779,0.398,5,8,0.4721,31,7,0.1401,0.6576,0.3524,0.5025,0,0,1,0
0.4846,2.4656,0.4355,1,3,0.802,11,15,0.8063,0.5323,0.3086,0.0928,1,0,1,1
0.4291,6.0456,0.4624,1,4,0.513,15,16,0.1105,0.7711,0.4777,0.2388,0,1,2,0
0.4569,3.736,0.5808,4,5,0.914,43,12,0.6125,0.4579,0.7371,0.2125,1,2,1,0
0.6854,5.3249,0.7335,1,6,0.1404,31,10,0.8934,0.5294,0.603,0.7422,2,1,1,0
0.4304,8.2834,0.4249,3,4,0.2436,21,16,0.3202,0.4418,0.3368,0.7972,1,0,1,0
0.3565,1.8885,0.4001,1,3,0.1514,22,13,0.1522,0.2227,0.271,0.7945,1,0,0,1
0.6568,2.3813,0.6319,4,8,0.5715,1,17,0.7732,0.6428,0.2084,0.8173,2,0,1,1
0.4359,9.212,0.4727,3,9,0.8863,7,2,0.4163,0.3771,0.6417,0.1313,0,1,0,1
0.7028,7.6354,0.6595,3,2,0.3705,40,7,0.9047,0.8884,0.2766,0.8461,2,0,2,0
0.4292,5.4344,0.3988,2,4,0.9013,29,10,0.4306,0.1799,0.2076,0.9229,1,0,0,0
0.8154,11.6515,0.908,3,5,0.5755,41,0,0.6645,0.917,0.8415,0.8933,2,2,2,0
0.6538,10.0286,0.6258,4,7,0.116,48,7,0.8968,0.6716,0.7599,0.2657,1,2,1,0
0.6261,3.7091,0.5731,4,5,0.8457,41,5,0.3996,0.8688,0.4037,0.9302,1,1,2,1
0.5561,5.8361,0.6252,4,8,0.7991,47,9,0.8415,0.7401,0.4157,0.0805,1,1,2,0
0.6763,6.2592,0.7417,0,5,0.026,41,15,0.7882,0.792,0.6786,0.5057,1,1,2,0
0.5034,6.9218,0.469,5,8,0.9212,4,3,0.6171,0.7619,0.1725,0.4106,1,0,2,1
0.6429,10.1811,0.7289,1,4,0.7596,13,14,0.8123,0.6672,0.7634,0.3375,1,2,1,0
0.6721,8.0796,0.8367,5,2,0.8615,46,13,0.2137,0.8388,0.9003,0.8459,1,2,2,0
0.4085,2.7322,0.3547,3,10,0.6827,18,19,0.6811,0.2019,0.4109,0.436,1,1,0,0
0.4599,6.6888,0.6063,5,6,0.1237,39,6,0.4583,0.6562,0.1567,0.6922,1,0,1,1
0.575,7.9856,0.5206,2,6,0.862,15,5,0.9457,0.3047,0.6595,0.4265,1,1,0,1
0.2774,9.2291,0.3298,1,1,0.2434,36,14,0.4623,0.0593,0.1699,0.3409,1,0,0,0
0.6503,1.9779,0.7482,3,3,0.241,30,15,0.3496,0.2614,0.8674,0.9471,1,2,0,1
0.574,10.7179,0.531,2,5,0.1253,25,19,0.4052,0.3838,0.9213,0.5536,1,2,0,0
0.1841,4.4707,0.2556,4,10,0.8331,37,19,0.1776,0.1552,0.0897,0.1651,0,0,0,0
0.5011,8.4029,0.5425,0,2,0.7583,8,17,0.2874,0.3317,0.8534,0.334,0,2,0,0
0.3208,5.2435,0.476,3,6,0.6736,46,1,0.2569,0.0823,0.2842,0.6854,1,0,0,0
0.5211,4.3643,0.4294,3,6,0.8463,8,10,0.8113,0.8302,0.1613,0.1342,1,0,2,1
0.5668,1.7726,0.7012,3,4,0.6472,34,18,0.9245,0.5234,0.5637,0.4248,1,1,1,0
0.5779,11.5296,0.7274,0,9,0.5645,33,9,0.5813,0.9061,0.8033,0.1884,0,2,2,0
0.6727,2.0112,0.7887,2,0,0.6115,28,4,0.6406,0.9058,0.3424,0.7084,1,0,2,1
0.4235,10.4496,0.5969,5,3,0.1548,43,2,0.1137,0.9067,0.3933,0.409,0,0,2,1
0.4973,2.8785,0.6057,5,5,0.6322,16,14,0.7273,0.6387,0.1585,0.4918,1,0,1,0
0.5856,6.0581,0.6824,0,3,0.4047,41,12,0.4907,0.8469,0.4788,0.5568,1,1,2,0
0.3936,6.0922,0.4514,3,2,0.8618,26,6,0.4672,0.2518,0.6676,0.1896,0,1,0,0
0.5685,2.6301,0.5009,0,6,0.4037,4,1,0.165,0.8626,0.8074,0.5208,0,2,2,2
0.311,3.4132,0.2391,1,10,0.3733,33,4,0.5616,0.278,0.2794,0.1236,0,0,0,2
0.5147,3.4655,0.4685,4,6,0.1758,48,17,0.3179,0.5785,0.4595,0.6532,1,1,1,1
0.3533,10.6222,0.3345,4,5,0.9175,24,14,0.8345,0.1457,0.5309,0.0553,1,1,0,0
0.6601,1.6457,0.6398,0,8,0.1063,15,3,0.6066,0.9265,0.3747,0.6564,1,0,2,2
0.5761,4.6596,0.639,2,0,0.4403,40,4,0.8231,0.2383,0.6338,0.6348,2,1,0,2
0.4938,7.479,0.6116,0,0,0.7921,29,4,0.1995,0.1872,0.6823,0.9175,1,1,0,0
0.7873,6.6187,0.8126,3,5,0.4618,28,6,0.6174,0.6918,0.9315,0.8138,2,2,1,1
0.6598,10.8752,0.6625,2,4,0.3963,16,1,0.6608,0.785,0.4891,0.6929,1,1,2,1
0.4797,3.8069,0.449,2,6,0.8636,17,5,0.8951,0.3621,0.6778,0.0687,1,1,0,1
0.504,9.2131,0.6229,5,8,0.7562,42,13,0.8082,0.6413,0.168,0.3141,1,0,1,0
0.5351,5.8678,0.522,2,2,0.9441,30,2,0.6097,0.3042,0.7243,0.6504,1,2,0,0
0.309,2.1685,0.4502,4,1,0.4091,45,1,0.0923,0.0663,0.8428,0.3713,0,2,0,2
0.2696,8.7464,0.4344,4,8,0.4896,13,3,0.2517,0.282,0.3563,0.3697,0,0,0,2
0.6103,11.4475,0.5757,0,1,0.7824,31,16,0.884,0.444,0.4614,0.8074,2,1,1,0
0.6072,2.5426,0.6384,2,1,0.6147,25,15,0.6169,0.8338,0.8699,0.1913,1,2,2,0
0.5808,2.395,0.7086,4,3,0.3538,17,10,0.8137,0.4452,0.4242,0.7421,2,1,1,1
0.471,6.3169,0.5986,4,4,0.8098,21,8,0.6485,0.1865,0.7282,0.4295,1,2,0,0
0.3175,3.2254,0.1943,5,8,0.0584,16,20,0.0768,0.181,0.059,0.7756,1,0,0,1
0.5738,5.721,0.6176,3,3,0.6468,26,6,0.6273,0.8623,0.102,0.6184,1,0,2,0
0.4892,3.6539,0.6165,4,6,0.5172,35,9,0.7184,0.8683,0.0571,0.3018,1,0,2,0
0.6433,9.1135,0.6489,1,8,0.703,2,7,0.6777,0.8489,0.7534,0.4141,1,2,2,0
0.4019,7.7213,0.3162,5,8,0.2293,1,16,0.3055,0.1335,0.5466,0.5192,1,1,0,1
0.407,2.8099,0.383,5,5,0.2831,2,13,0.9383,0.1494,0.104,0.3857,1,0,0,2
0.8416,5.1785,0.8591,3,5,0.2703,27,12,0.9347,0.7748,0.9401,0.559,2,2,2,0
0.5175,2.5289,0.5803,5,1,0.6761,41,7,0.6552,0.6929,0.5177,0.2729,1,1,1,0
0.4584,5.6452,0.503,3,4,0.2505,29,10,0.106,0.8497,0.4786,0.4515,0,1,2,0
0.72,2.8585,0.6237,4,1,0.6693,6,14,0.4461,0.8879,0.4906,0.9259,1,1,2,1
0.5717,2.7691,0.7227,0,1,0.5432,30,8,0.2414,0.476,0.7218,0.8997,1,2,1,0
0.5632,10.8897,0.4696,1,8,0.8446,29,1,0.3843,0.9419,0.3229,0.4873,1,0,2,0
0.4536,9.7042,0.5051,4,6,0.4515,28,18,0.4899,0.1601,0.3638,0.8334,1,0,0,0
0.5349,8.4773,0.6565,1,4,0.3891,16,16,0.7358,0.5043,0.4648,0.4549,1,1,1,0
0.7677,9.8597,0.8696,2,1,0.672,35,11,0.5369,0.9123,0.851,0.7123,1,2,2,0
0.4434,10.9171,0.5307,5,2,0.1143,9,10,0.5534,0.2232,0.6068,0.5692,1,1,0,1
0.484,5.7189,0.4563,5,0,0.0427,40,12,0.0671,0.7581,0.2708,0.6851,0,0,2,0
0.4822,3.0124,0.4352,0,3,0.2428,5,3,0.4433,0.4234,0.8237,0.3356,0,2,1,2
0.3439,5.8346,0.3058,2,9,0.308,19,6,0.4165,0.2023,0.603,0.3428,0,1,0,1
0.4232,2.1366,0.512,2,5,0.4416,19,2,0.1589,0.2323,0.7269,0.5774,0,2,0,2
0.5005,9.7447,0.523,2,1,0.2894,12,11,0.4167,0.2604,0.8475,0.2922,0,2,0,1
0.5891,11.0707,0.6361,0,4,0.4292,27,8,0.6222,0.2331,0.9211,0.386,1,2,0,0
0.5639,5.4916,0.5411,3,6,0.3338,30,17,0.7964,0.3103,0.9249,0.0505,1,2,0,0
0.4481,7.343,0.4669,2,6,0.2655,6,3,0.5093,0.0909,0.7153,0.5568,1,2,0,2
0.5438,11.8217,0.6558,2,6,0.3245,23,5,0.9117,0.3365,0.6639,0.3584,1,1,0,1
0.3528,10.9003,0.4805,5,6,0.6681,34,8,0.0643,0.6727,0.6318,0.0518,0,1,1,0
0.4308,10.0342,0.4655,2,2,0.7861,34,7,0.7586,0.6342,0.1198,0.0779,1,0,1,0
0.5292,4.4519,0.4968,2,1,0.8753,11,0,0.7412,0.6773,0.0576,0.4664,1,0,1,2
0.4698,8.9232,0.4612,1,8,0.1986,14,18,0.6021,0.3229,0.696,0.2608,1,1,0,1
0.5792,7.434,0.639,1,1,0.0621,28,14,0.4065,0.8329,0.5622,0.4946,1,1,2,0
0.4339,8.7764,0.3536,2,6,0.5063,34,20,0.2837,0.5629,0.2552,0.5208,1,0,1,0
0.6748,4.3774,0.8543,2,3,0.6462,22,20,0.4585,0.8941,0.6269,0.8988,1,1,2,0
0.5247,2.359,0.5449,0,7,0.5432,0,4,0.7331,0.8454,0.2521,0.3001,1,0,2,2
0.4049,6.5396,0.4161,3,6,0.7677,31,2,0.9303,0.4314,0.117,0.275,1,0,1,0
0.2436,11.4072,0.1731,4,9,0.737,17,16,0.3509,0.2754,0.1471,0.2645,0,0,0,0
0.3072,2.8391,0.3322,3,3,0.8732,42,1,0.6128,0.571,0.127,0.1046,0,0,1,1
0.4635,3.9477,0.4793,4,0,0.5696,5,15,0.6136,0.1092,0.6598,0.5533,1,1,0,1
0.6365,4.946,0.787,0,5,0.1829,39,9,0.3955,0.7656,0.8419,0.6073,1,2,2,1
0.4291,6.1686,0.3794,5,1,0.231,21,14,0.1108,0.7605,0.2243,0.5659,0,0,2,0
0.585,4.7411,0.7252,2,0,0.3258,39,3,0.3305,0.4423,0.9138,0.7289,1,2,1,2
0.4951,3.6039,0.5763,5,3,0.8631,21,4,0.5778,0.6605,0.1016,0.5064,1,0,1,1
0.6956,5.8963,0.7571,2,6,0.1542,48,12,0.6511,0.6753,0.9337,0.5898,1,2,1,0
0.1329,11.5022,0.2159,5,3,0.3149,12,15,0.088,0.2475,0.0533,0.2507,0,0,0,1
0.3654,7.6497,0.3412,0,0,0.7273,15,4,0.2158,0.9409,0.3765,0.1164,0,0,2,1
0.4786,10.3503,0.5333,0,7,0.8651,9,0,0.228,0.2067,0.8468,0.697,1,2,0,1
0.5285,11.3822,0.5081,5,8,0.9282,40,13,0.391,0.7587,0.1499,0.8925,1,0,2,0
0.5322,7.7953,0.4507,1,0,0.9281,19,7,0.8405,0.1088,0.18,0.8817,2,0,0,0
0.512,10.4408,0.4426,5,2,0.92,40,17,0.6044,0.2202,0.5319,0.7606,1,1,0,0
0.339,6.7352,0.426,2,4,0.4411,32,10,0.1233,0.4736,0.6472,0.1084,0,1,1,0
0.5291,3.805,0.6693,5,4,0.1929,29,1,0.6751,0.6941,0.4953,0.2915,1,1,1,2
0.6452,6.1673,0.6955,3,4,0.334,7,2,0.3254,0.8498,0.5642,0.8919,1,1,2,2
0.5133,3.9548,0.4621,2,1,0.6131,19,4,0.609,0.4335,0.4708,0.4181,1,1,1,1
0.7193,3.6032,0.6012,2,3,0.1868,4,1,0.8083,0.5115,0.6293,0.7573,2,1,1,2
0.6576,11.08,0.7574,2,7,0.0081,38,15,0.784,0.6652,0.297,0.6851,2,0,1,0
0.5544,3.0675,0.5569,1,7,0.3776,26,15,0.7548,0.4134,0.4152,0.572,1,1,1,1
0.6424,3.4724,0.6355,4,2,0.7316,40,6,0.477,0.5142,0.7574,0.7319,1,2,1,1
0.454,10.2601,0.627,2,7,0.3228,0,16,0.455,0.5526,0.3872,0.5698,1,0,1,1
0.4626,11.5027,0.6066,3,6,0.3137,46,3,0.413,0.7508,0.5338,0.3435,0,1,2,1
0.6374,7.4799,0.682,4,1,0.429,9,2,0.5971,0.8303,0.9322,0.2338,1,2,2,2
0.359,4.4801,0.3068,4,1,0.2214,3,19,0.1439,0.5476,0.0789,0.6701,1,0,1,2
0.4028,6.5216,0.3509,6,9,0.0653,6,11,0.1017,0.5167,0.2046,0.8237,1,0,1,1
0.3799,6.776,0.4334,2,0,0.6506,47,12,0.1669,0.2351,0.439,0.6887,1,1,0,0
0.3706,7.5494,0.4956,2,10,0.7004,44,9,0.1784,0.1076,0.4093,0.7768,1,1,0,0
0.5486,10.9496,0.6398,2,9,0.6966,9,5,0.4607,0.6803,0.6905,0.3177,0,1,1,1
0.4945,4.5648,0.6382,4,7,0.8705,14,13,0.2151,0.5618,0.4042,0.9011,1,1,1,1
0.6071,4.9231,0.4767,1,5,0.4284,5,15,0.2455,0.4941,0.9432,0.5475,0,2,1,2
0.4835,1.6127,0.5819,5,3,0.1089,43,8,0.466,0.1159,0.675,0.7248,1,1,0,1
0.4405,10.3364,0.6038,0,1,0.1621,7,16,0.7238,0.4863,0.1114,0.5436,1,0,1,1
0.3682,3.7751,0.4112,4,2,0.0327,8,7,0.3147,0.5312,0.4018,0.1198,0,1,1,2
0.7435,2.0504,0.8461,4,6,0.0044,20,6,0.6771,0.8029,0.7804,0.6269,1,2,2,2
0.4097,8.524,0.5648,5,8,0.2095,17,4,0.8859,0.3872,0.2647,0.1322,1,0,0,1
0.3665,3.6748,0.3875,6,1,0.5146,28,4,0.7974,0.2011,0.2003,0.4241,1,0,0,1
0.2895,10.0584,0.3052,2,1,0.6174,23,1,0.2424,0.3709,0.2063,0.4119,0,0,0,0
0.4832,3.3003,0.557,3,9,0.9111,50,17,0.2467,0.3214,0.589,0.9348,1,1,0,0
0.7173,10.4413,0.7929,2,5,0.458,44,6,0.6767,0.6601,0.9251,0.6743,1,2,1,1
0.4728,10.9162,0.6112,4,8,0.2934,12,12,0.5765,0.3941,0.6265,0.2592,1,1,0,1
0.3191,7.7798,0.305,5,4,0.8986,2,18,0.6078,0.1039,0.3871,0.317,1,0,0,0
0.5934,10.3928,0.6077,1,5,0.3147,14,0,0.3003,0.6292,0.7344,0.5188,1,2,1,2
0.6361,6.1448,0.6662,4,1,0.0057,19,6,0.866,0.6485,0.2735,0.6686,2,0,1,1
0.273,3.9813,0.362,5,4,0.0743,42,19,0.2232,0.6209,0.1774,0.2338,0,0,1,1
0.3417,9.7035,0.3753,6,4,0.076,32,5,0.6995,0.2704,0.2088,0.2741,1,0,0,1
0.4921,5.5049,0.571,4,9,0.8113,40,0,0.201,0.4472,0.5048,0.7114,1,1,1,0
0.4361,2.2554,0.4531,3,2,0.1298,19,12,0.5857,0.1875,0.704,0.2816,1,2,0,1
0.3706,5.418,0.5028,4,6,0.4651,47,19,0.2207,0.0616,0.5006,0.7028,1,1,0,0
0.4512,11.0874,0.3932,3,5,0.6861,22,5,0.4179,0.0849,0.8794,0.3963,1,2,0,0
0.7401,8.125,0.6771,3,5,0.6426,2,16,0.6696,0.6768,0.6358,0.8839,2,1,1,0
0.432,9.5952,0.5597,5,4,0.6122,42,0,0.2852,0.4599,0.663,0.2789,0,1,1,0
0.536,11.6607,0.6512,2,3,0.6256,13,6,0.5775,0.8609,0.5167,0.2199,0,1,2,1
0.5371,9.3617,0.6177,2,3,0.8835,17,3,0.4204,0.8388,0.7049,0.13,0,2,2,0
0.4915,3.2917,0.5031,4,2,0.3559,33,15,0.9383,0.7848,0.0514,0.1129,1,0,2,1
0.5575,4.2232,0.5037,2,6,0.8572,9,15,0.2138,0.9036,0.4556,0.7829,1,1,2,1
0.477,6.5179,0.4584,1,1,0.6392,17,12,0.612,0.8315,0.1995,0.3138,1,0,2,0
0.5337,11.8624,0.6046,5,4,0.7233,0,12,0.7266,0.0565,0.5742,0.9389,2,1,0,0
0.5561,5.4736,0.6104,2,3,0.0544,47,13,0.3533,0.4365,0.3837,0.8511,1,0,1,0
0.5344,4.4344,0.4304,5,4,0.6643,30,17,0.1402,0.4612,0.6785,0.7027,1,1,1,0
0.506,1.6746,0.6838,0,8,0.3422,48,16,0.6065,0.643,0.4777,0.4218,1,1,1,1
0.461,11.2739,0.3701,5,9,0.9375,21,19,0.343,0.4499,0.5961,0.4101,0,1,1,0
0.3594,2.8425,0.4004,2,7,0.757,43,10,0.7108,0.3145,0.2256,0.1788,1,0,0,0
0.4701,9.4092,0.5742,0,4,0.6268,12,4,0.5439,0.8373,0.2012,0.4517,1,0,2,1
0.6859,10.9239,0.6143,1,5,0.1169,13,10,0.6942,0.1942,0.8861,0.8624,2,2,0,1
0.6286,5.4586,0.677,4,3,0.6816,30,13,0.7029,0.1314,0.6726,0.8347,2,1,0,0
0.6678,9.2761,0.6243,3,1,0.8904,4,2,0.6279,0.5557,0.8205,0.7776,2,2,1,1
0.6194,11.7884,0.5847,2,6,0.3037,27,17,0.381,0.818,0.9087,0.5692,1,2,2,0
0.5211,11.4003,0.5661,3,4,0.7954,23,3,0.7669,0.5178,0.5915,0.2499,1,1,1,0
0.5684,2.7964,0.5979,4,4,0.947,15,20,0.5913,0.1813,0.6488,0.7712,1,1,0,1
0.6391,9.1929,0.5743,4,0,0.7699,41,4,0.7958,0.4955,0.6837,0.389,1,1,1,0
0.5313,7.2534,0.5477,4,10,0.3205,42,20,0.8289,0.2111,0.4888,0.4026,1,1,0,0
0.5106,2.8745,0.4397,3,8,0.7147,43,8,0.7319,0.402,0.5251,0.3047,1,1,1,0
0.5044,3.7904,0.6146,4,0,0.711,15,3,0.8148,0.6886,0.4618,0.1973,1,1,1,2
0.6827,11.2228,0.8555,4,1,0.0912,21,17,0.7034,0.5681,0.6605,0.9396,2,1,1,0
0.6091,4.029,0.6189,4,9,0.4642,20,1,0.0972,0.9322,0.6351,0.5841,0,1,2,2
0.6318,4.3898,0.7104,2,1,0.6205,43,13,0.6375,0.3878,0.6726,0.7658,2,1,0,0
0.3962,9.3263,0.4871,1,5,0.7546,29,5,0.1244,0.4903,0.6519,0.5088,0,1,1,0
0.3999,10.0351,0.5708,3,6,0.0188,40,4,0.6301,0.4403,0.5643,0.1395,0,1,1,1
0.6123,11.6397,0.6885,1,5,0.8527,6,15,0.781,0.4897,0.517,0.5762,1,1,1,0
0.386,10.4402,0.3746,6,5,0.0333,8,11,0.2119,0.5492,0.7705,0.1607,0,2,1,1
0.5122,9.7194,0.5373,2,5,0.6262,47,10,0.3772,0.54,0.4307,0.9007,1,1,1,0
0.6289,3.9896,0.5775,1,7,0.1787,5,16,0.6756,0.5204,0.9374,0.3669,1,2,1,2
0.4931,5.5087,0.5859,2,1,0.8585,4,5,0.9117,0.5919,0.2444,0.3732,1,0,1,1
0.4368,3.5226,0.5629,4,8,0.3535,50,14,0.2788,0.4328,0.6751,0.5323,1,1,1,1
0.5317,2.8085,0.4449,3,1,0.1045,30,2,0.5945,0.4277,0.1881,0.9432,2,0,1,2
0.4491,11.6721,0.3686,1,10,0.3597,0,8,0.6262,0.3765,0.3502,0.2959,1,0,0,1
0.5062,7.2912,0.5394,5,2,0.5771,35,17,0.2082,0.7055,0.3259,0.7892,1,0,2,0
0.6419,6.507,0.628,0,5,0.1212,30,17,0.9019,0.4006,0.3607,0.7172,2,0,1,0
0.3194,4.1157,0.4455,4,2,0.5783,49,14,0.1899,0.1637,0.3909,0.7119,1,0,0,0
0.6194,4.7045,0.762,5,4,0.815,44,16,0.9376,0.7686,0.502,0.2982,1,1,2,0
0.3673,7.3187,0.2641,6,11,0.4682,3,15,0.3315,0.1311,0.1215,0.707,1,0,0,1
0.5337,5.7575,0.6817,5,7,0.5855,44,14,0.4316,0.5078,0.7077,0.4817,1,2,1,0
0.6163,7.0452,0.7301,3,9,0.5787,41,18,0.6927,0.6823,0.7247,0.2698,1,2,1,0
0.5262,5.9386,0.6785,2,1,0.3601,26,19,0.6571,0.8437,0.5212,0.2526,1,1,2,0
0.5674,9.2493,0.5804,1,3,0.5404,15,4,0.8726,0.2748,0.5352,0.7398,2,1,0,1
0.5947,7.9631,0.6528,2,0,0.3121,24,7,0.8898,0.6287,0.7932,0.0819,1,2,1,0
0.394,2.8003,0.3159,1,7,0.463,26,3,0.8512,0.2175,0.3691,0.1412,1,0,0,2
0.3218,10.3133,0.4564,2,5,0.1537,5,9,0.2535,0.4058,0.3194,0.4355,0,0,1,1
0.368,3.1833,0.4126,3,7,0.189,37,18,0.3733,0.8335,0.2286,0.2206,0,0,2,1
0.5297,6.7695,0.4895,5,4,0.8774,38,18,0.2892,0.429,0.5451,0.7698,1,1,1,0
0.1387,5.0925,0.2306,5,6,0.9276,12,14,0.1488,0.1471,0.069,0.19,0,0,0,0
0.4166,10.5738,0.4792,1,8,0.9445,12,15,0.3105,0.4873,0.7348,0.273,0,2,1,0
0.5938,8.162,0.5389,1,0,0.2179,50,12,0.2286,0.6858,0.779,0.681,1,2,1,0
0.6756,8.1498,0.6293,2,4,0.2199,20,6,0.9414,0.8862,0.4337,0.6048,2,1,2,1
0.4167,1.9993,0.4264,0,8,0.0388,21,6,0.5089,0.6295,0.3239,0.2923,1,0,1,2
0.3995,2.5173,0.5681,3,9,0.013,18,6,0.2408,0.4749,0.8676,0.1407,0,2,1,2
0.5507,5.5325,0.5407,1,7,0.8428,33,4,0.3481,0.7172,0.3752,0.7509,1,0,2,0
0.5306,7.2391,0.6377,4,9,0.3258,46,1,0.1583,0.5779,0.871,0.6389,0,2,1,1
0.3156,11.0216,0.2737,6,5,0.9264,44,17,0.2318,0.6987,0.0894,0.2225,0,0,1,0
0.569,8.8154,0.5518,0,5,0.1225,1,12,0.6956,0.8698,0.1109,0.4271,1,0,2,1
0.6594,9.3826,0.7585,4,3,0.3649,49,3,0.765,0.6744,0.7166,0.4077,1,2,1,1
0.2572,8.9314,0.3573,2,3,0.4988,40,9,0.2943,0.2157,0.194,0.246,0,0,0,0
0.3562,11.2361,0.2921,5,7,0.2569,7,18,0.6874,0.5469,0.204,0.0911,0,0,1,1
0.3966,8.9073,0.4632,4,4,0.5218,18,2,0.2741,0.7911,0.5311,0.0513,0,1,2,0
0.4895,11.7018,0.4119,6,8,0.5105,48,4,0.6003,0.3422,0.1015,0.7843,1,0,0,0
0.5187,10.0769,0.6208,2,6,0.2096,32,11,0.7525,0.1458,0.7212,0.3938,1,2,0,0
0.511,3.4059,0.4805,5,2,0.1758,45,2,0.777,0.7276,0.1901,0.2586,1,0,2,2
0.4412,2.2293,0.4194,1,9,0.0684,20,12,0.4915,0.7065,0.6328,0.0689,0,1,2,1
0.6037,10.1789,0.6237,3,0,0.7253,19,0,0.9233,0.1402,0.5241,0.7041,2,1,0,0
0.2493,9.2294,0.4395,5,2,0.3215,48,2,0.2735,0.1252,0.1784,0.6146,1,0,0,1
0.4046,8.0886,0.3601,5,1,0.1169,3,14,0.4824,0.5566,0.4499,0.1968,0,1,1,1
0.4932,8.3813,0.358,5,4,0.2146,21,3,0.3171,0.5104,0.8028,0.1777,0,2,1,1
0.4585,7.9648,0.423,5,9,0.1124,48,7,0.8458,0.7905,0.1512,0.2026,1,0,2,0
0.5569,4.6664,0.6168,2,1,0.7767,8,13,0.856,0.5941,0.2103,0.5274,1,0,1,1
0.8185,3.0608,0.7164,1,3,0.6231,0,19,0.8746,0.6456,0.8896,0.7796,2,2,1,1
0.5196,11.9451,0.6517,2,3,0.1728,14,2,0.6992,0.757,0.4806,0.1106,1,1,2,2
0.5564,5.8959,0.6736,3,5,0.4722,33,5,0.4314,0.6741,0.4225,0.7642,1,1,1,1
0.5548,3.9695,0.6204,5,0,0.0027,37,14,0.7893,0.3962,0.5729,0.4297,1,1,0,1
0.5966,4.5943,0.7239,4,9,0.1369,43,16,0.5525,0.9119,0.8788,0.1036,0,2,2,1
0.4726,1.7766,0.6493,2,7,0.9167,35,8,0.8717,0.2682,0.795,0.1003,1,2,0,0
0.553,7.4764,0.5913,1,2,0.773,4,2,0.6465,0.1164,0.8037,0.8334,2,2,0,1
0.6014,4.5111,0.5945,4,0,0.1481,39,14,0.7192,0.7233,0.6787,0.3196,1,1,2,1
0.54,11.1511,0.641,4,4,0.4768,28,17,0.726,0.503,0.0598,0.7994,2,0,1,0
0.6041,3.4288,0.5946,3,7,0.7087,31,4,0.1911,0.9258,0.5194,0.9301,1,1,2,1
0.5868,3.5447,0.4952,0,6,0.103,40,13,0.7849,0.4716,0.3319,0.6277,2,0,1,1
0.3887,7.2928,0.4814,0,3,0.6065,38,6,0.8119,0.0752,0.304,0.5374,1,0,0,0
